LapStartTime,LapNumber,LapTime,Compound,TyreLife,TrackStatus,Stint,DistanceToDriverAhead,DriverAhead,Track,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:39:39.932000,5,0 days 00:01:29.284000,HARD,3.0,2,2,26.190555555560422,4,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:42.710000,5,0 days 00:01:49.478000,MEDIUM,1.0,2,2,22.726111111132923,63,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:44.162000,5,0 days 00:01:46.226000,SOFT,1.0,2,2,175.6149999999907,20,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:45.165000,5,0 days 00:01:28.196000,HARD,2.0,2,2,10.271388888893853,18,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:45.931000,5,0 days 00:01:28.510000,MEDIUM,2.0,2,2,29.568888888854417,4,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:46.242000,5,0 days 00:01:29.981000,SOFT,6.0,2,2,193.99277777778116,3,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:46.785000,5,0 days 00:01:29.816000,MEDIUM,3.0,2,2,21.229166666653327,4,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:49.182000,5,0 days 00:01:34.809000,MEDIUM,2.0,1,2,65.90166666664663,99,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:50.137000,5,0 days 00:01:29.026000,MEDIUM,2.0,1,2,8.888333333346964,11,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:52.266000,5,0 days 00:01:28.886000,MEDIUM,2.0,1,2,61.56888888890899,5,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:52.652000,5,0 days 00:01:48.244000,SOFT,1.0,1,2,39.735277777785086,23,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:53.230000,5,0 days 00:01:31.968000,MEDIUM,2.0,1,2,69.45749999998225,26,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:54.845000,5,0 days 00:01:30.812000,SOFT,4.0,1,2,79.1633333332793,63,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:56.592000,5,0 days 00:01:29.409000,SOFT,2.0,1,2,52.546944444377004,4,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:58.182000,5,0 days 00:01:28.463000,MEDIUM,2.0,1,2,18.55000000000291,4,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:40:59.478000,6,0 days 00:01:23.991000,MEDIUM,3.0,1,2,,,Budapest,0 days 00:40:05.652000,21.2,74.8,986.3,False,26.2,119,1.6
0 days 00:41:07.264000,6,0 days 00:01:23.730000,MEDIUM,2.0,1,2,496.56361111118895,44,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:09.216000,6,0 days 00:01:26.598000,HARD,4.0,1,2,303.670833333319,33,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:13.361000,6,0 days 00:01:26.093000,HARD,3.0,1,2,242.17583333332368,20,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:14.441000,6,0 days 00:01:25.602000,MEDIUM,3.0,1,2,45.169166666655656,8,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:16.223000,6,0 days 00:01:26.241000,SOFT,7.0,1,2,43.20611111117614,18,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:16.601000,6,0 days 00:01:26.453000,MEDIUM,4.0,1,2,79.83305555554762,16,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:19.163000,6,0 days 00:01:26.230000,MEDIUM,3.0,1,2,201.01333333328148,77,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:21.152000,6,0 days 00:01:25.890000,MEDIUM,3.0,1,2,33.15305555557643,5,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:23.991000,6,0 days 00:01:26.792000,MEDIUM,3.0,1,2,66.63888888892689,26,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:24.572000,6,0 days 00:01:27.280000,MEDIUM,2.0,1,2,289.4680555556406,23,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:25.198000,6,0 days 00:01:27.395000,MEDIUM,3.0,1,2,3.2449999999989814,10,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:25.657000,6,0 days 00:01:27.907000,SOFT,5.0,1,2,42.8805555554427,3,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:26.001000,6,0 days 00:01:28.235000,SOFT,3.0,1,2,29.18249999992986,7,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:26.645000,6,0 days 00:01:28.243000,MEDIUM,3.0,1,2,49.355000000014115,11,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:26.985000,5,0 days 00:02:04.508000,MEDIUM,1.0,1,3,3762.3833333332295,99,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
0 days 00:41:30.388000,6,0 days 00:01:26.458000,SOFT,2.0,1,2,372.1055555556122,10,Budapest,0 days 00:41:05.650000,21.0,75.0,986.3,False,25.8,82,1.7
